,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating
55, on 06/11/08 07:28 AM (PDT),david ,2006 Ford Mustang Coupe V6 Premium 2dr Coupe (4.0L 6cyl 5M),Nice Pony," Options on our car include the Pony package, leather seats and upgraded stereo. Having owned a '65 Mustang Fastback for many years I really wasn't expecting to be impressed by the new Mustangs. Boy was I wrong. With each session behind the wheel of the new Pony, the poor handling, braking and lack of air conditioning of my classic Pony becomes even more evident. The new Pony really is more fun to drive. Even though I bought the car for my daughter, I do get to drive it when it needs gas. Which isn't that often since the peppy V6 gets 18-20mpg in town & 26-30 mpg on the road. So many styling cues taken from the early Mustangs I feel right at home in this car.      ",4.75
56, on 06/11/08 00:07 AM (PDT),Brian Schrock ,2006 Ford Mustang Coupe V6 Premium 2dr Coupe (4.0L 6cyl 5M),Just Good," The car is a great commuter car. Not really a quick car (0-60mph 7-7.3 sec) from my experience (I have an auto). The tires are loud on the freeway and can get annoying on long trips.  The ride comfort on the freeway is good, but a litle stiff on city roads. Also there is a lot of body roll while cornering at over 18 mph. The transmission shifts nice and smooth, but it is not the quickest shifting transmission. The fuel economy is not bad in the city I get 18-20 mpg, but if I use cruise control on the freeway I average 24-28 mpg.",4.375
57, on 06/10/08 15:43 PM (PDT),Adrian ,2006 Ford Mustang Coupe GT Premium 2dr Coupe (4.6L 8cyl 5M),Built Ford Tuff," I waited to buy a Mustang after I saw that a new boby style was coming out.  I ordered mine from my brother who is a manager at a Ford dealer. Over the phone I showed him several web sites that had the type of spoiler, stripes and front air dam that I wanted. I grew up with sixties muscle cars and wanted mine to look retro. So many people stopped me to ask about the car that it began to get embarassing. The car look great. Dark Blue with white LeMans stripes, and a duck tail spoiler. My neighbor(its been across the street for 2 yrs)asked my wife what kind of milage I was getting with that old muscle car. She told him 20+ combined city/Hwy. he called her a lier,and she told him it was an 06. ",5
58, on 06/06/08 07:17 AM (PDT),gypsy ,2006 Ford Mustang Coupe GT Premium 2dr Coupe (4.6L 8cyl 5M),Bad To The Bone," I bought my '06 Silver GT brand new, and only have 7,100 miles on it. Have the 5 speed manual trans. which is the only way to go. Have added lots of goodies to it to pump up the HP's, and replaced the stock mufflers with MAC.  Sounds totally awesome. Added louvers, hood scoop & blackout panel on the trunk lid. I totally love this car, and the way I feel right now, will keep it for as long as I'm around. I still get a thrill when I get behind the wheel, and never have a shortage of people telling me how great it looks.  ",5
59, on 05/18/08 14:07 PM (PDT),darryl Filiatrault ,2006 Ford Mustang Coupe V6 Premium 2dr Coupe (4.0L 6cyl 5M),Great pony," Best car I've ever owned. CA to Toronto, CA to Vancouver 34 mpg great. Lots less in town because I don't spare the horses  lots of  fun to drive. I'm a large guy and find the seats guite comfy. Mine is windvail blue. Lots of aftermarket parts. Looks great .",5
60, on 04/16/08 12:43 PM (PDT),Clay ,2006 Ford Mustang Coupe GT Deluxe 2dr Coupe (4.6L 8cyl 5M),"Solid, Fun to Drive, Even Fuel Efficient"," This was a fulfillment of a high school dream, only with better MPG than the 1965 Mustang!  Excellent handling, Excellent gas mileage considering you have 300HP at your disposal. ",5
61, on 04/03/08 09:36 AM (PDT),Scott Purvis ,2006 Ford Mustang Coupe GT Deluxe 2dr Coupe (4.6L 8cyl 5M),What a beautiful car, I just bought my 2006 Mustang GT. This is an amazing vehicle. Mine came with an after market intake and Ford racing exhaust. These two mods make a huge difference to the performance. I would highly recomend them. I can say I get looks from everyone when I drive by. The fuel milege is pretty good for a V8 with 300HP. The Shaker 500 stereo is very good for being stock. The only thing that I would like to see is a more race inspired bucket seat in the front. Other than that wouldn't change a thing.,4.75
62, on 02/19/08 19:21 PM (PST),Matty Mustang ,2006 Ford Mustang Coupe GT Premium 2dr Coupe (4.6L 8cyl 5M),#1 Car to drive," I loved my 2003 Mustang GT deluxe coupe, but all it took was a short test drive for me to trade it in for a 2006 GT premium coupe (both manual transmissions). The increase in horsepower and safety was what truely convinced me.  I mostly do in town driving and average about 20 mpg, but I took two trips both over 1200 miles where I averaged 26 mpg.  I had to have the stereo replaced about 4 months after I got it, but since then I have had no problems.  I have a friend who owns a V6 and he didn't think that there was much difference between his and mine until he took it for a quick spin in the parking lot, now he is thinking of trading his in. ",4.875
63, on 11/17/07 17:46 PM (PST),cobra rick ,2006 Ford Mustang Coupe GT Premium 2dr Coupe (4.6L 8cyl 5M),Best Mustang," My wife and I own two 2006 GTs, this coupe and a premium cont. She drives ,the convert has only 6k miles ,they are both great cars and were fine stock ,I own my own mustang shop and modify the cars all of the time ,neither one of our cars is stock ,they are the best all around Mustangs ever built ,we have had no problems ,the shaker 500 is great ,and the back seat isnt that bad once you get in ,best bang for the buck out there. I have owned around ten Mustangs, including a task built 428 car the aftermarket is huge for this car, Ford did right by getting the aftermarket involved from the start",4.875
64, on 10/25/07 08:48 AM (PDT),heather26 ,2006 Ford Mustang Coupe V6 Premium 2dr Coupe (4.0L 6cyl 5M),Best Mustang Ever!," I've always wanted a Mustang, but never thought I'd actually get one. I researched all the Japanese cars that got good fuel economy, but I could not get the Mustang out of my mind. Even though it doesn't get the MPGs I was looking for, it was totally worth it. And I don't know how happy my parents are having a 17 year old drive a fast sports car, they agree it is a great car. Every time I get in the car I have a huge smile on my face. ",4.875
65, on 10/18/07 22:41 PM (PDT),stnghot ,2006 Ford Mustang Coupe V6 Premium 2dr Coupe (4.0L 6cyl 5M),DONT BUY A MUSTANG!, I made the mistake of buying one of these 2006 lemons. It is sitting in the shop w 46000 miles on it..the bill? $3000. Entire rear diff has to be replaced including the axles are shot. Theres a service bulletin so get yours checked! Ford offered to pay 750..I drive it like a baby and a rear diff should not go out that early. Research and you will find Im not the only one. Im not fixing this lemon. Its going to its grave and Im buying a foreign car. Called Ford..they said thanks for calling...they dont stand behind their cars so why would I put myself in one? Perfect personalized plate would be FORDLMN if I was gonna keep it. Save yourself the hassle and heartache....dont buy one.,2.5
66, on 09/15/07 01:10 AM (PDT),chemrxn ,2006 Ford Mustang Coupe GT Premium 2dr Coupe (4.6L 8cyl 5M),My first Stang," By far my favorite car I've owned. Was wary about Ford but not anymore, has been very reliable. No rattles, no broken pieces. Car accelerates and handles well. Acceleration and cruising at high speeds definitely are strongest points. Love the exterior and interior styling. I get lots of compliments. Older style Mustang drivers strike up conversations. Little kids come up to me. College dudes and teens in small Japanese sporty cars often want to race. Trunk space sufficent. Compared 350z and rx-8 when looking. 350z was not dailly commute friendly, RX-8 too small. nothing compares with the brawn and muscle of a mustang right now. Only negative is handling in rain and snow.",4.875
67, on 09/12/07 11:32 AM (PDT),Jarred ,2006 Ford Mustang Coupe V6 Deluxe 2dr Coupe (4.0L 6cyl 5M),Not Very Reliable!," I love my Mustang but I have had so many problems with it I wish I could get rid of it! The first problem was the rear end started leaking at 2,000 miles, fixed. Hood insulation started burning at 2,500, fixed. Trunk popped on its own, fixed after 3 dealer visits. No start or die at idle, dealer cant find a problem. Mustang stripes below doors bubbled up, not fixed! Two weeks ago my car totally died, after fighting with Corporte Ford a week they let the dealer look at it, ignition coil pack fell off, yeah fell off, how in the hell! Car still dies and trembles hard at low RPM's! Oh to top it off Ford gave me a Chevy Cobalt to drive while they fixed mine...I'd buy a Cobalt, thats the truth!",3.75
68, on 07/23/07 08:53 AM (PDT),nis350ztt ,2006 Ford Mustang Coupe GT Premium 2dr Coupe (4.6L 8cyl 5M),Love it," I've owned mine for a year, and I love it.  Only complaints are fairly minor.  The build quality isn't great. You're most likely going to have problems with it, whether minor or not depends though.",4.25
69, on 05/25/07 11:07 AM (PDT),Lizard ,2006 Ford Mustang Coupe V6 Premium 2dr Coupe (4.0L 6cyl 5M),"""Payback Pony"""," While in hospital for 4 months, I used the latest style Mustang as my ""carrot to recovery."" My 1st ""pinned in the seat"" experience was in a '68 428 (I was 9). V6 goes like a small V8. In Canada, Ford markets this as the ""Pony Pkg,"" which includes the handling pkg (ABS, traction control, and rear sway bar). Beautiful ""Bullitt"" wheels (17"") and Pirrelli's, are included, along with Pony badging. 5 speed auto is smooth and saves gas (22 mpg imp). Build quality rivals my Camry. The vented, 4 wheel disc brakes are amazing! Car really handles well, too. Overall, I'm very pleased, with this well balanced car. The 210 horsepower V6 is ample for today's economy/gas prices/speed limits.          ",4.875
70, on 04/27/18 17:00 PM (PDT),Robert ,2006 Ford Mustang Convertible GT Premium 2dr Convertible (4.6L 8cyl 5M),Great fun car, Very fun to drive. Overall very happy with the car.  For the price. It’s worth owning,4
71, on 07/21/17 08:28 AM (PDT),GoStang Go ,2006 Ford Mustang Convertible GT Premium 2dr Convertible (4.6L 8cyl 5M),Wild Stang," I purchased my 2006 GT convertible used from a dealer. It was 11 years old with only 22,800 miles on it. I had to see it to believe it. It was so beautiful.   Black  with red leather interior. I purchased the vehicle on site after a test drive of course. This is my 4th mustang and my third convertible. I am addicted to the mustangs. This model does remind me of my 1969 Grande  coupe I had. The lumbar support is a definite improvement for the lower back on this 2006 GT premium. This was a problem in my previous mustangs for longer trips over an hour or so. The pick up in acceleration is fantastic. I agree Ford should cut back on the plastics in the interior because it cheapens the vehicle.  I have a shaker 1000 system and it sounds really good. The cd player is garbage. The first cd I placed in it got stuck. I get plenty of looks and compliments all the time on her. This is a good cruiser car and the family and I enjoy the ride tremendously. Top down rolling down the highway is so soothing and therapeutic. I had a 2002 convertible and 2004 convertible and using the convertible top is a breeze on these newer models than the previous models. The top seems to completely fall into place without effort and you just lock it down with the lighter handles. I would have been great to have power passenger seat. I believe the passenger seat is too low and should have a power package or at least a manual lever to raise the seat or lower the seat and give lumbar support. The rear seats seem comfortable enough.  For a convertible, it is roomier than the Mercedes, jaguar and camaro.  The camaro does not compare. If you really look around, you can see more variations of mustangs by mustang owners than camaros. If you have a mustang, you can almost totally redesign the mustang to your personal needs with all the parts and accessories the  market have available for mustangs.  These have been very reliable. The previous fox body styles, 1999 - 2004 did have this seal leak between the transmission and engine that was annoying after about 90,000 miles and it was not a cheap fix. I am praying these new mach 1 body styles do not such flaws.  I have noticed though, the a/c in my older models got colder quicker was much colder. I saw a comment to the opposite so I am not sure why this is. I have had an 02 and 04 and you could freeze to death in there with the a/c on max. I did notice after running on the highway for a while, the car would stall if I got off the exit, stopped and then tried to take off again. I am not sure why this model does that. Over all, good price for a fun and reliable vehicle.",4
